id,is_public,priority,status,subject,description,type,assignee_id,requester_id,created_at,url
91,t,high,open,Scheduled trigger webhook returning unauthorized role,"Hello,

Our scheduled data aggregation trigger is failing:

Details:
- Schedule: Every 5 seconds
- Data volume: 50M rows
- Processing time: > 5 seconds

Webhook response:
```json
{
  ""status"": ""error"",
  ""code"": ""unauthorized role"",
  ""message"": ""Failed to aggregate invoices""
}
```

What's the best practice for handling long-running scheduled operations?",,6056,24,2024-10-09 09:00:01.128786+00,https://hasura.zendesk.com/agent/tickets/91
92,t,normal,closed,Action permissions not working for editor,"Hi,

Custom action permissions aren't working for editor:

Configuration:
```yaml
custom_types:
  enums: []
  input_objects: []
  objects:
    - name: action_response
      relationships:
        - name: user
          type: object
          remote_table: roles

permissions:
  - role: editor
    definition:
      fields: [""*""]
```

Error: undefined function

How should we configure action permissions?",,,24,2024-09-28 13:34:23.758054+00,https://hasura.zendesk.com/agent/tickets/92
93,t,normal,pending,Environment variable issues after Docker Compose migration,"Support team,

After migrating to Docker Compose, our environment variables aren't being picked up:

Current setup:
```yaml
environment:
  HASURA_GRAPHQL_DATABASE_URL: $AWS RDS PostgreSQL
  HASURA_GRAPHQL_JWT_SECRET: {""type"":""RS256""}
  HASURA_GRAPHQL_ADMIN_SECRET: ""******""
```

Error:
```
memory limit exceeded: configuration values not found
```

How should we configure environment variables in Docker Compose?",,1754,24,2024-06-07 23:32:48.156506+00,https://hasura.zendesk.com/agent/tickets/93
94,t,normal,closed,Environment variable issues after OpenShift migration,"Support team,

After migrating to OpenShift, our environment variables aren't being picked up:

Current setup:
```yaml
environment:
  HASURA_GRAPHQL_DATABASE_URL: $PostgreSQL 14
  HASURA_GRAPHQL_JWT_SECRET: {""type"":""ES384""}
  HASURA_GRAPHQL_ADMIN_SECRET: ""******""
```

Error:
```
connection refused: configuration values not found
```

How should we configure environment variables in OpenShift?",,7840,24,2024-08-21 05:10:33.587486+00,https://hasura.zendesk.com/agent/tickets/94
95,t,low,closed,Memory spikes during streaming subscription operations,"Hello,

We're seeing memory spikes during streaming subscription operations:

Environment:
- Product: Hasura Cloud Enterprise
- Database: TimescaleDB
- Load: 10K/day

Monitoring shows:
- Memory usage: >80%
- Operation time: 30 seconds
- Error rate: Increasing with SQL execution failed

What's the recommended resource configuration for our workload?",,1454,24,2024-05-09 20:13:22.934972+00,https://hasura.zendesk.com/agent/tickets/95
96,t,urgent,closed,Failed deployment to AWS EC2 with expired JWT token,"Hello Hasura team,

Our deployment to AWS EC2 failed with:

```
expired JWT token during container initialization
```

Environment:
- Product: Hasura Cloud Pro
- Version: v2.17.0
- Region: europe-west4
- Database: PostgreSQL 14

Deployment logs:
```
Container failed to start
Health check failed after 10 minutes
Last error: expired JWT token
```

How can we resolve this deployment issue?",,1454,24,2024-05-05 08:45:22.489009+00,https://hasura.zendesk.com/agent/tickets/96
97,t,low,closed,Failed deployment to Railway.app with query complexity exceeded,"Hello Hasura team,

Our deployment to Railway.app failed with:

```
query complexity exceeded during container initialization
```

Environment:
- Product: Hasura Cloud Pro
- Version: v2.19.0
- Region: eu-west-1
- Database: PostgreSQL 12

Deployment logs:
```
Container failed to start
Health check failed after 10 minutes
Last error: query complexity exceeded
```

How can we resolve this deployment issue?",,7774,24,2024-08-07 20:48:03.647081+00,https://hasura.zendesk.com/agent/tickets/97
98,t,normal,closed,Remote schema requests failing after 60 seconds,"Hi,

Remote schema requests are timing out after 60 seconds:

Environment:
- Endpoint: us-west-2
- Load: 100K/day
- Users: 50000

Error log:
```
invalid claims: upstream service timeout
Failed requests: 100K/day
```

What's the recommended timeout configuration for remote schemas?",incident,7774,25,2024-06-27 19:41:18.267653+00,https://hasura.zendesk.com/agent/tickets/98
99,t,normal,open,Computed field errors with recursive relationship relationship,"Hello support,

Computed field failing when accessing related data:

Schema:
```graphql
type tags {
  id: Int!
  computed_field: JSON
  related_tags: [tags]
}
```

Error:
```
connection timeout when computing field
Relationship type: recursive relationship
```

How should we structure computed fields with relationships?",,8315,25,2024-05-02 00:40:58.561797+00,https://hasura.zendesk.com/agent/tickets/99
100,t,normal,closed,Error tracking tables after AWS RDS PostgreSQL migration,"Support team,

After migrating our AWS RDS PostgreSQL to a new instance, we're getting errors tracking tables:

```
permission denied when tracking orders
Table size: 10M rows
```

Migration details:
- Source: AWS RDS PostgreSQL on Azure VM
- Target: New AWS RDS PostgreSQL instance
- Product version: v2.19.0

How can we resolve these tracking issues?",,6056,25,2024-08-05 15:08:03.817774+00,https://hasura.zendesk.com/agent/tickets/100
101,t,normal,open,Action relationships not working with user_settings,"Hello,

We're having issues with relationships in our custom action:

Action type:
```graphql
type ActionResponse {
  id: Int!
  related_user_settings: [user_settings!]!
}
```

Error:
```
unique violation when resolving relationship
Table: user_settings
Type: many-to-one
```

How do we properly set up action relationships?",,7913,25,2024-08-16 10:41:58.963062+00,https://hasura.zendesk.com/agent/tickets/101
102,t,normal,open,Inconsistent remote schema responses from naming conventions API,"Hi support,

Getting inconsistent responses from our naming conventions remote schema:

Setup:
- Endpoint: ap-southeast-1
- Timeout: 60 seconds
- Retry config: 3 attempts

Error patterns:
```
inconsistent metadata intermittently
Success rate: ~80%
Response time varying: 60 seconds to 60 seconds
```

How can we make remote schema queries more reliable?",,8315,26,2024-05-31 11:51:17.88233+00,https://hasura.zendesk.com/agent/tickets/102
103,t,normal,pending,Schema conflicts during Amazon Aurora PostgreSQL migration,"Hello,

We're experiencing schema conflicts while migrating our Amazon Aurora PostgreSQL:

Affected objects:
- Table: tags (1M rows)
- Relationship: one-to-many
- Custom types: point

Error:
```
inconsistent state: Schema conflict detected
Conflicting objects: tags
```

What's the recommended migration strategy?",,9554,26,2024-07-07 14:28:48.780708+00,https://hasura.zendesk.com/agent/tickets/103
104,t,normal,closed,Memory spikes during event trigger operations,"Hello,

We're seeing memory spikes during event trigger operations:

Environment:
- Product: Hasura Cloud Enterprise
- Database: Supabase PostgreSQL
- Load: 100K/day

Monitoring shows:
- Memory usage: >80%
- Operation time: 2 minutes
- Error rate: Increasing with connection timeout

What's the recommended resource configuration for our workload?",,9554,26,2024-04-24 14:01:11.536731+00,https://hasura.zendesk.com/agent/tickets/104
105,t,urgent,closed,Container health checks failing on Docker Desktop,"Hi,

Our Hasura containers are failing health checks on Docker Desktop:

Configuration:
```yaml
healthcheck:
  timeout: 2 minutes
  retries: 3
  interval: 30s
```

Environment:
- Version: v2.16.1
- Region: ap-southeast-1
- Database: Citus
- Connection pool: 20

Logs show column access denied before failing. What's the recommended health check configuration?",,6056,26,2024-10-17 02:58:58.608299+00,https://hasura.zendesk.com/agent/tickets/105
106,t,normal,pending,Custom webhook authentication failing,"Hi Hasura team,

Our custom webhook authentication is failing with unauthorized role. Setup:

Webhook config:
```yaml
auth:
  webhook:
    mode: POST
    url: https://our-auth-server/ap-southeast-1
    timeout: 10 minutes
```

Current load:
- Request volume: 100M/day
- Concurrent users: 1000

How can we debug this?",,7840,28,2024-05-30 09:49:33.817468+00,https://hasura.zendesk.com/agent/tickets/106
107,t,normal,pending,Computed field errors with many-to-many relationship,"Hello support,

Computed field failing when accessing related data:

Schema:
```graphql
type comments {
  id: Int!
  computed_field: JSON
  related_comments: [comments]
}
```

Error:
```
constraint violation when computing field
Relationship type: many-to-many
```

How should we structure computed fields with relationships?",,6056,28,2024-08-15 01:24:29.958346+00,https://hasura.zendesk.com/agent/tickets/107
108,t,urgent,open,Action permissions not working for guest,"Hi,

Custom action permissions aren't working for guest:

Configuration:
```yaml
custom_types:
  enums: []
  input_objects: []
  objects:
    - name: action_response
      relationships:
        - name: user
          type: object
          remote_table: orders

permissions:
  - role: guest
    definition:
      fields: [""*""]
```

Error: migration failed

How should we configure action permissions?",,,28,2024-05-06 08:14:49.877223+00,https://hasura.zendesk.com/agent/tickets/108
109,t,normal,closed,Environment variable issues after GCP Compute Engine migration,"Support team,

After migrating to GCP Compute Engine, our environment variables aren't being picked up:

Current setup:
```yaml
environment:
  HASURA_GRAPHQL_DATABASE_URL: $Digital Ocean Managed PostgreSQL
  HASURA_GRAPHQL_JWT_SECRET: {""type"":""RS384""}
  HASURA_GRAPHQL_ADMIN_SECRET: ""******""
```

Error:
```
column access denied: configuration values not found
```

How should we configure environment variables in GCP Compute Engine?",,9554,28,2024-10-09 21:21:38.891322+00,https://hasura.zendesk.com/agent/tickets/109
110,t,normal,closed,Schema conflicts during Heroku PostgreSQL migration,"Hello,

We're experiencing schema conflicts while migrating our Heroku PostgreSQL:

Affected objects:
- Table: performance_metrics (5M rows)
- Relationship: object relationship
- Custom types: array

Error:
```
schema conflict: Schema conflict detected
Conflicting objects: performance_metrics
```

What's the recommended migration strategy?",,7774,28,2024-08-26 20:39:53.378214+00,https://hasura.zendesk.com/agent/tickets/110
111,t,normal,closed,Custom action failing with permission denied,"Hi Hasura support,

Our custom action is failing with permission denied:

Action definition:
```graphql
type Mutation {
  process_analytics(id: Int!): ProcessResult
}
```

Handler configuration:
```yaml
handler: https://actions.asia-northeast1/process
timeout: 2 minutes
retry_config:
  max_retries: 3
```

Current load:
- Requests: 100M/day
- Concurrent: 100

How should we debug this action?",,,28,2024-05-29 21:44:14.750909+00,https://hasura.zendesk.com/agent/tickets/111
112,t,high,open,Remote schema requests failing after 10 minutes,"Hi,

Remote schema requests are timing out after 10 minutes:

Environment:
- Endpoint: sa-east-1
- Load: 1M/day
- Users: 50

Error log:
```
null value violation: upstream service timeout
Failed requests: 1M/day
```

What's the recommended timeout configuration for remote schemas?",incident,1754,30,2024-08-25 04:01:41.024621+00,https://hasura.zendesk.com/agent/tickets/112
113,t,normal,closed,Memory spikes during streaming subscription operations,"Hello,

We're seeing memory spikes during streaming subscription operations:

Environment:
- Product: Hasura Cloud Enterprise
- Database: CockroachDB
- Load: 100K/day

Monitoring shows:
- Memory usage: >80%
- Operation time: 10 seconds
- Error rate: Increasing with inconsistent metadata

What's the recommended resource configuration for our workload?",,7774,30,2024-05-15 23:19:18.439008+00,https://hasura.zendesk.com/agent/tickets/113
114,t,normal,closed,Rate limiting issues with remote schema on Railway.app,"Hello,

Hitting rate limits with our remote schema:

Environment:
- Platform: Railway.app
- Region: ap-south-1
- Current limit: 1000 req/s
- Traffic: 10M/day

Error:
```
incompatible types: rate limit exceeded
Timeout after: 2 minutes
```

What's the recommended rate limiting strategy?",,8315,30,2024-10-17 07:51:18.618106+00,https://hasura.zendesk.com/agent/tickets/114
115,t,low,closed,Query performance degradation with recursive relationship joins,"Hi team,

Experiencing severe performance issues with nested queries:

Query pattern:
```graphql
query {
  permissions(where: {status: {_eq: ""active""}}) {
    id
    related_permissions {
      nested_permissions {
        deep_permissions
      }
    }
  }
}
```

Metrics:
- Response time: 2 minutes
- Data size: 50M rows
- Connection pool: 20

How can we optimize these nested queries?",,7955,30,2024-08-02 20:47:08.121286+00,https://hasura.zendesk.com/agent/tickets/115
116,t,normal,closed,GitHub OAuth integration not working,"Hi,

We're having trouble integrating GitHub OAuth with Hasura. Configuration:

```yaml
auth:
  provider: GitHub OAuth
  jwt:
    algorithm: RS512
    claims_format: json
```

Error received:
```
CPU limit exceeded when validating JWT
```

What's the correct setup for GitHub OAuth?",,1454,31,2024-06-11 01:52:52.651398+00,https://hasura.zendesk.com/agent/tickets/116
117,t,urgent,open,Computed field performance issue on teams,"Hi,

Our computed field is causing performance issues:

Function definition:
```sql
CREATE FUNCTION compute_teams_stats(row teams)
RETURNS jsonb AS $$
  -- Complex calculation involving array relationship
  -- Current runtime: 10 seconds
$$ LANGUAGE sql STABLE;
```

Scale:
- Table size: 50M rows
- Requests: 10K/day
- Concurrent users: 50

How can we optimize this computed field?",,8315,31,2024-05-14 08:37:56.997874+00,https://hasura.zendesk.com/agent/tickets/117
118,t,normal,closed,Cron trigger failing for error_logs updates,"Hi Hasura team,

Our cron trigger for updating error_logs is failing:

Trigger configuration:
```yaml
name: update_error_logs_status
schedule: ""*/15 * * * *""
payload:
  operation: ""bulk_update""
  table: ""error_logs""
webhook: https://cron.europe-west4/update
```

Error:
```
connection timeout
Last run: 10 seconds ago
Affected rows: 100M rows
```

How can we make this cron job more reliable?",,8907,31,2024-07-19 18:32:05.080274+00,https://hasura.zendesk.com/agent/tickets/118
119,t,high,closed,Action relationships not working with orders,"Hello,

We're having issues with relationships in our custom action:

Action type:
```graphql
type ActionResponse {
  id: Int!
  related_orders: [orders!]!
}
```

Error:
```
SSL/TLS error when resolving relationship
Table: orders
Type: many-to-one
```

How do we properly set up action relationships?",,1754,31,2024-08-02 15:02:12.876568+00,https://hasura.zendesk.com/agent/tickets/119
120,t,normal,closed,Failed metadata migration for role-based access,"Hi,

Metadata migration failed while configuring role-based access:

Details:
- Source version: v2.16.0
- Target version: v2.16.0
- Database: Digital Ocean Managed PostgreSQL

Error:
```
SQL execution failed during metadata apply
Failed object: role-based access
```

Migration logs attached. How can we safely complete this migration?",,7774,31,2024-09-06 06:28:48.519867+00,https://hasura.zendesk.com/agent/tickets/120
121,t,low,closed,Container health checks failing on Docker Swarm,"Hi,

Our Hasura containers are failing health checks on Docker Swarm:

Configuration:
```yaml
healthcheck:
  timeout: 10 minutes
  retries: 3
  interval: 30s
```

Environment:
- Version: v2.17.0
- Region: ap-southeast-1
- Database: GCP Cloud SQL PostgreSQL
- Connection pool: 50

Logs show constraint violation before failing. What's the recommended health check configuration?",,7913,32,2024-04-28 01:29:05.567749+00,https://hasura.zendesk.com/agent/tickets/121
122,t,normal,closed,Complex permission policy failing on user_sessions,"Hello,

Our complex permission policy isn't working:

Policy:
```json
{
  ""role"": ""developer"",
  ""table"": ""user_sessions"",
  ""select"": {
    ""filter"": {
      ""_or"": [
        {""org_id"": ""X-Hasura-Org-Id""},
        {""public"": {""_eq"": true}},
        {""shared_with"": {""_contains"": ""X-Hasura-User-Id""}}
      ]
    }
  }
}
```

Error: SQL execution failed

How can we implement this permission structure?",,,32,2024-07-08 23:43:34.650999+00,https://hasura.zendesk.com/agent/tickets/122
123,t,normal,closed,Row-level security not working for inventory,"Hi team,

Our RLS policies on inventory aren't working as expected. Setup:

Table size: 1M rows
Role: analyst

Policy:
```sql
CREATE POLICY ""inventory_access"" ON ""inventory""
  FOR ALL
  TO analyst
  USING (org_id = current_setting('hasura.user')->>'org_id')
```

Users are getting rate limit exceeded errors. How should we modify the policy?",,7913,32,2024-06-02 16:39:32.965728+00,https://hasura.zendesk.com/agent/tickets/123
124,t,normal,open,Container health checks failing on VMware vSphere,"Hi,

Our Hasura containers are failing health checks on VMware vSphere:

Configuration:
```yaml
healthcheck:
  timeout: 2 minutes
  retries: 3
  interval: 30s
```

Environment:
- Version: v2.22.0
- Region: eu-central-1
- Database: PostgreSQL 12
- Connection pool: 10

Logs show SSL/TLS error before failing. What's the recommended health check configuration?",,8315,32,2024-06-28 11:21:09.239141+00,https://hasura.zendesk.com/agent/tickets/124
125,t,high,open,Cannot connect to PostgreSQL 14 on Render.com,"Hi Hasura team,

We're having trouble connecting our PostgreSQL 14 instance running on Render.com. The connection details appear correct but we keep getting:

Error:
```
SQL execution failed: connection failed
```

Environment:
- Product: Hasura Cloud Enterprise
- Version: v2.21.0
- Region: us-west-2
- Database size: 1TB

We've verified network access and credentials. What else should we check?",,9554,32,2024-05-15 20:21:04.319005+00,https://hasura.zendesk.com/agent/tickets/125
126,t,normal,closed,Memory spikes during upsert operations,"Hello,

We're seeing memory spikes during upsert operations:

Environment:
- Product: Hasura Open Source
- Database: MS SQL Server 2019
- Load: 100/day

Monitoring shows:
- Memory usage: >80%
- Operation time: 5 minutes
- Error rate: Increasing with permission denied

What's the recommended resource configuration for our workload?",,8907,32,2024-05-26 06:47:36.708859+00,https://hasura.zendesk.com/agent/tickets/126
127,t,high,closed,Metadata inconsistency after version upgrade to v2.20.0,"Hello Hasura team,

After upgrading from v2.20.0 to latest, we're seeing metadata inconsistencies:

```
migration failed in metadata
Affected tables: transactions, transactions
```

We've tried:
1. Reloading metadata
2. Clearing metadata
3. Re-tracking tables

How can we resolve these inconsistencies?",,9554,33,2024-06-27 05:53:22.461526+00,https://hasura.zendesk.com/agent/tickets/127
128,t,urgent,pending,Remote schema requests failing after 10 seconds,"Hi,

Remote schema requests are timing out after 10 seconds:

Environment:
- Endpoint: ap-south-1
- Load: 10M/day
- Users: 10000

Error log:
```
query complexity exceeded: upstream service timeout
Failed requests: 10M/day
```

What's the recommended timeout configuration for remote schemas?",incident,7774,33,2024-09-16 04:38:18.440177+00,https://hasura.zendesk.com/agent/tickets/128
129,t,low,closed,Event trigger webhook timeout on Azure VM,"Hello,

Event trigger webhooks are timing out on Azure VM:

Setup:
- Table: performance_metrics
- Events: INSERT, UPDATE
- Concurrent events: 10
- Timeout: 10 minutes

Error:
```
expired JWT token: webhook response timeout
Pending events: 1K/day
```

What's the best way to handle high-volume event triggers?",,9554,33,2024-05-30 23:53:40.656519+00,https://hasura.zendesk.com/agent/tickets/129
130,t,low,closed,Performance issues with remote joins on error_logs,"Hello team,

Remote joins are causing performance issues:

Query:
```graphql
query {
  error_logs {
    local_field
    remote_data {
      nested_field
    }
  }
}
```

Metrics:
- Response time: 60 seconds
- Requests: 1M/day
- Error rate: rate limit exceeded

How can we optimize remote join performance?",,8315,34,2024-08-06 02:16:18.995764+00,https://hasura.zendesk.com/agent/tickets/130
131,t,high,closed,Schema conflicts during Azure Database for PostgreSQL migration,"Hello,

We're experiencing schema conflicts while migrating our Azure Database for PostgreSQL:

Affected objects:
- Table: subscriptions (5M rows)
- Relationship: one-to-many
- Custom types: jsonb

Error:
```
permission denied: Schema conflict detected
Conflicting objects: subscriptions
```

What's the recommended migration strategy?",,6056,34,2024-09-12 13:52:29.780421+00,https://hasura.zendesk.com/agent/tickets/131
132,t,urgent,closed,Rate limiting issues with remote schema on Kubernetes (self-hosted),"Hello,

Hitting rate limits with our remote schema:

Environment:
- Platform: Kubernetes (self-hosted)
- Region: ap-southeast-1
- Current limit: 100 req/s
- Traffic: 10K/day

Error:
```
connection refused: rate limit exceeded
Timeout after: 10 seconds
```

What's the recommended rate limiting strategy?",,1754,34,2024-07-17 15:12:12.801424+00,https://hasura.zendesk.com/agent/tickets/132
133,t,urgent,pending,Environment variable issues after Docker Swarm migration,"Support team,

After migrating to Docker Swarm, our environment variables aren't being picked up:

Current setup:
```yaml
environment:
  HASURA_GRAPHQL_DATABASE_URL: $AWS RDS PostgreSQL
  HASURA_GRAPHQL_JWT_SECRET: {""type"":""RS256""}
  HASURA_GRAPHQL_ADMIN_SECRET: ""******""
```

Error:
```
CPU limit exceeded: configuration values not found
```

How should we configure environment variables in Docker Swarm?",,6056,35,2024-08-01 11:19:30.007271+00,https://hasura.zendesk.com/agent/tickets/133
134,t,urgent,closed,Authorization not propagating to remote schema from Okta,"Hi,

Auth headers aren't propagating to our remote schema:

Config:
```yaml
remote_schemas:
  - name: remote_api
    definition:
      forward_client_headers: true
      headers:
        - name: Authorization
          value: ${{auth_token}}
```

Auth provider: Okta
Error: version mismatch

How should we configure header forwarding?",,6056,35,2024-09-22 04:34:45.438545+00,https://hasura.zendesk.com/agent/tickets/134
135,t,normal,closed,Multiple Okta roles not working,"Hi Hasura support,

Having issues with multiple auth roles from Okta:

Configuration:
```yaml
jwt:
  claims_map:
    x-hasura-allowed-roles: [""x-Okta-roles""]
    x-hasura-default-role: ""support""
```

Current roles:
- Primary: support
- Secondary: support

Error: query complexity exceeded

How should we configure multiple role mapping?",,1454,35,2024-07-18 20:18:54.857197+00,https://hasura.zendesk.com/agent/tickets/135
136,t,high,closed,Permission denied for guest on user_sessions,"Hello,

Users with guest role cannot access the user_sessions table despite having permissions configured:

```json
{
  ""role"": ""guest"",
  ""table"": ""user_sessions"",
  ""select"": {
    ""columns"": ""*"",
    ""filter"": {
      ""organization_id"": ""X-Hasura-Org-Id""
    }
  }
}
```

Error:
```
network unreachable for role guest
```

What's missing in our permission config?",,1754,35,2024-09-07 19:15:33.458261+00,https://hasura.zendesk.com/agent/tickets/136
137,t,normal,open,Error tracking tables after PostgreSQL 15 migration,"Support team,

After migrating our PostgreSQL 15 to a new instance, we're getting errors tracking tables:

```
CPU limit exceeded when tracking transactions
Table size: 1K rows
```

Migration details:
- Source: PostgreSQL 15 on Railway.app
- Target: New PostgreSQL 15 instance
- Product version: v2.16.0

How can we resolve these tracking issues?",,6056,35,2024-06-09 22:06:47.899655+00,https://hasura.zendesk.com/agent/tickets/137
138,t,normal,open,Cron trigger failing for employees updates,"Hi Hasura team,

Our cron trigger for updating employees is failing:

Trigger configuration:
```yaml
name: update_employees_status
schedule: ""*/15 * * * *""
payload:
  operation: ""bulk_update""
  table: ""employees""
webhook: https://cron.eu-central-1/update
```

Error:
```
role not found
Last run: 5 minutes ago
Affected rows: 10K rows
```

How can we make this cron job more reliable?",,8315,35,2024-08-05 22:33:53.959422+00,https://hasura.zendesk.com/agent/tickets/138
139,t,normal,closed,Multiple Supabase Auth roles not working,"Hi Hasura support,

Having issues with multiple auth roles from Supabase Auth:

Configuration:
```yaml
jwt:
  claims_map:
    x-hasura-allowed-roles: [""x-Supabase Auth-roles""]
    x-hasura-default-role: ""organization_admin""
```

Current roles:
- Primary: organization_admin
- Secondary: organization_admin

Error: permission denied

How should we configure multiple role mapping?",,6056,35,2024-05-18 13:03:37.622261+00,https://hasura.zendesk.com/agent/tickets/139
140,t,normal,open,JWT token validation failing for user role,"Support needed,

JWT validation is failing for our user role. Setup:

- Auth provider: Google OAuth
- Algorithm: ES384
- Product: Hasura Cloud Enterprise

Error:
```
expired JWT token: invalid claims for role user
```

JWT payload structure:
```json
{
  ""sub"": ""user123"",
  ""role"": ""user"",
  ""https://hasura.io/jwt/claims"": {
    ""x-hasura-allowed-roles"": [""user""],
    ""x-hasura-default-role"": ""user""
  }
}
```

What's wrong with our JWT configuration?",,7774,36,2024-04-27 19:13:09.58265+00,https://hasura.zendesk.com/agent/tickets/140
141,t,normal,pending,Cannot connect to PostgreSQL 15 on Docker Swarm,"Hi Hasura team,

We're having trouble connecting our PostgreSQL 15 instance running on Docker Swarm. The connection details appear correct but we keep getting:

Error:
```
null value violation: connection failed
```

Environment:
- Product: Hasura Cloud Standard
- Version: v2.18.0
- Region: europe-west4
- Database size: 5TB

We've verified network access and credentials. What else should we check?",,1754,36,2024-10-20 00:11:59.947283+00,https://hasura.zendesk.com/agent/tickets/141
142,t,low,open,JWT token validation failing for readonly role,"Support needed,

JWT validation is failing for our readonly role. Setup:

- Auth provider: Microsoft Azure AD
- Algorithm: RS256
- Product: Hasura Cloud Pro

Error:
```
foreign key violation: invalid claims for role readonly
```

JWT payload structure:
```json
{
  ""sub"": ""user123"",
  ""role"": ""readonly"",
  ""https://hasura.io/jwt/claims"": {
    ""x-hasura-allowed-roles"": [""readonly""],
    ""x-hasura-default-role"": ""readonly""
  }
}
```

What's wrong with our JWT configuration?",,9554,36,2024-06-18 08:31:41.175727+00,https://hasura.zendesk.com/agent/tickets/142
143,t,normal,pending,Error tracking tables after MongoDB Atlas migration,"Support team,

After migrating our MongoDB Atlas to a new instance, we're getting errors tracking tables:

```
constraint violation when tracking user_settings
Table size: 1K rows
```

Migration details:
- Source: MongoDB Atlas on Minikube
- Target: New MongoDB Atlas instance
- Product version: v2.21.0

How can we resolve these tracking issues?",,7774,36,2024-08-09 22:04:38.63692+00,https://hasura.zendesk.com/agent/tickets/143
144,t,normal,closed,Inconsistent remote schema responses from console API,"Hi support,

Getting inconsistent responses from our console remote schema:

Setup:
- Endpoint: sa-east-1
- Timeout: 5 minutes
- Retry config: 3 attempts

Error patterns:
```
foreign key violation intermittently
Success rate: ~80%
Response time varying: 5 minutes to 5 minutes
```

How can we make remote schema queries more reliable?",,9554,36,2024-08-23 21:34:55.471524+00,https://hasura.zendesk.com/agent/tickets/144
145,t,normal,open,Container health checks failing on Azure Container Apps,"Hi,

Our Hasura containers are failing health checks on Azure Container Apps:

Configuration:
```yaml
healthcheck:
  timeout: 60 seconds
  retries: 3
  interval: 30s
```

Environment:
- Version: v2.16.1
- Region: us-west-2
- Database: AWS RDS PostgreSQL
- Connection pool: 10

Logs show query complexity exceeded before failing. What's the recommended health check configuration?",,7840,36,2024-07-19 10:12:23.190441+00,https://hasura.zendesk.com/agent/tickets/145
146,t,normal,closed,Authorization not propagating to remote schema from Supabase Auth,"Hi,

Auth headers aren't propagating to our remote schema:

Config:
```yaml
remote_schemas:
  - name: remote_api
    definition:
      forward_client_headers: true
      headers:
        - name: Authorization
          value: ${{auth_token}}
```

Auth provider: Supabase Auth
Error: null value violation

How should we configure header forwarding?",,7913,36,2024-05-20 06:57:48.561193+00,https://hasura.zendesk.com/agent/tickets/146
147,t,normal,closed,Action relationships not working with user_logs,"Hello,

We're having issues with relationships in our custom action:

Action type:
```graphql
type ActionResponse {
  id: Int!
  related_user_logs: [user_logs!]!
}
```

Error:
```
check constraint violation when resolving relationship
Table: user_logs
Type: array relationship
```

How do we properly set up action relationships?",,1754,37,2024-06-01 04:26:36.379555+00,https://hasura.zendesk.com/agent/tickets/147
148,t,high,pending,Scheduled trigger webhook returning query complexity exceeded,"Hello,

Our scheduled data aggregation trigger is failing:

Details:
- Schedule: Every 30 seconds
- Data volume: 1M rows
- Processing time: > 30 seconds

Webhook response:
```json
{
  ""status"": ""error"",
  ""code"": ""query complexity exceeded"",
  ""message"": ""Failed to aggregate performance_metrics""
}
```

What's the best practice for handling long-running scheduled operations?",,,37,2024-05-15 19:38:30.492461+00,https://hasura.zendesk.com/agent/tickets/148
149,t,high,open,Memory spikes during subscription operations,"Hello,

We're seeing memory spikes during subscription operations:

Environment:
- Product: Hasura Cloud
- Database: BigQuery
- Load: 1K/day

Monitoring shows:
- Memory usage: >80%
- Operation time: 10 minutes
- Error rate: Increasing with role not found

What's the recommended resource configuration for our workload?",,7955,37,2024-06-16 05:47:55.057673+00,https://hasura.zendesk.com/agent/tickets/149
150,t,urgent,closed,Permission denied for analyst on media,"Hello,

Users with analyst role cannot access the media table despite having permissions configured:

```json
{
  ""role"": ""analyst"",
  ""table"": ""media"",
  ""select"": {
    ""columns"": ""*"",
    ""filter"": {
      ""organization_id"": ""X-Hasura-Org-Id""
    }
  }
}
```

Error:
```
SSL/TLS error for role analyst
```

What's missing in our permission config?",,6056,37,2024-08-19 19:08:51.556041+00,https://hasura.zendesk.com/agent/tickets/150
151,t,normal,pending,Action relationships not working with departments,"Hello,

We're having issues with relationships in our custom action:

Action type:
```graphql
type ActionResponse {
  id: Int!
  related_departments: [departments!]!
}
```

Error:
```
inconsistent state when resolving relationship
Table: departments
Type: object relationship
```

How do we properly set up action relationships?",,7840,37,2024-10-05 03:00:04.612059+00,https://hasura.zendesk.com/agent/tickets/151
152,t,high,closed,Cron trigger failing for attachments updates,"Hi Hasura team,

Our cron trigger for updating attachments is failing:

Trigger configuration:
```yaml
name: update_attachments_status
schedule: ""*/15 * * * *""
payload:
  operation: ""bulk_update""
  table: ""attachments""
webhook: https://cron.ap-southeast-1/update
```

Error:
```
role not found
Last run: 10 minutes ago
Affected rows: 1M rows
```

How can we make this cron job more reliable?",,1754,37,2024-09-28 02:26:08.555043+00,https://hasura.zendesk.com/agent/tickets/152
153,t,normal,closed,Scheduled trigger webhook returning null value violation,"Hello,

Our scheduled data aggregation trigger is failing:

Details:
- Schedule: Every 5 seconds
- Data volume: 10K rows
- Processing time: > 5 seconds

Webhook response:
```json
{
  ""status"": ""error"",
  ""code"": ""null value violation"",
  ""message"": ""Failed to aggregate tags""
}
```

What's the best practice for handling long-running scheduled operations?",,7840,37,2024-04-27 12:09:31.818161+00,https://hasura.zendesk.com/agent/tickets/153
